School,Area,Date,Staff Count,Student Count,DateTime,Staff Close Contacts,Student Close Contacts
Berkeley Elementary,,2/14/2022,0,1,2022-02-14 06:32:23,0,5
Berkeley High School,,2/14/2022,0,5,2022-02-14 06:32:23,0,13
Berkeley Intermediate,,2/14/2022,0,0,2022-02-14 06:32:23,0,4
Berkeley Middle,,2/14/2022,0,0,2022-02-14 06:32:23,0,5
Berkeley Middle College,,2/14/2022,0,0,2022-02-14 06:32:23,0,0
Bonner Elementary,,2/14/2022,2,9,2022-02-14 06:32:23,1,10
Boulder Bluff Elementary,,2/14/2022,0,0,2022-02-14 06:32:23,0,2
Bowens Corner Elementary,,2/14/2022,0,0,2022-02-14 06:32:23,0,4
Cainhoy Elementary,,2/14/2022,0,0,2022-02-14 06:32:23,0,0
Cane Bay Elementary,,2/14/2022,0,5,2022-02-14 06:32:23,0,28
Cane Bay High,,2/14/2022,2,8,2022-02-14 06:32:23,0,27
Cane Bay Middle,,2/14/2022,1,5,2022-02-14 06:32:23,0,29
College Park Elementary,,2/14/2022,2,0,2022-02-14 06:32:23,0,9
College Park Middle,,2/14/2022,0,1,2022-02-14 06:32:23,0,3
Cross Elementary,,2/14/2022,0,0,2022-02-14 06:32:23,0,0
Cross High,,2/14/2022,0,0,2022-02-14 06:32:23,0,0
Daniel Island School,,2/14/2022,0,0,2022-02-14 06:32:23,0,1
Devon Forest Elementary,,2/14/2022,0,0,2022-02-14 06:32:23,0,6
Fishburne Campus,,2/14/2022,0,0,2022-02-14 06:32:23,0,0
Foxbank Elementary,,2/14/2022,0,3,2022-02-14 06:32:23,0,10
Goose Creek Elementary,,2/14/2022,1,5,2022-02-14 06:32:23,1,11
Goose Creek High,,2/14/2022,0,3,2022-02-14 06:32:23,1,3
Hanahan Elementary,,2/14/2022,1,5,2022-02-14 06:32:23,0,1
Hanahan High,,2/14/2022,0,3,2022-02-14 06:32:23,0,5
Hanahan Middle,,2/14/2022,0,3,2022-02-14 06:32:23,0,0
Howe Hall Aims,,2/14/2022,0,0,2022-02-14 06:32:23,0,3
Jk Goudin Elementary,,2/14/2022,0,0,2022-02-14 06:32:23,0,0
Macedonia Middle,,2/14/2022,1,2,2022-02-14 06:32:23,0,8
Marrington Elementary,,2/14/2022,0,1,2022-02-14 06:32:23,0,10
Marrington Middle,,2/14/2022,0,1,2022-02-14 06:32:23,0,3
Mt Holly Elementary,,2/14/2022,0,0,2022-02-14 06:32:23,0,1
Nexton Elementary,,2/14/2022,0,3,2022-02-14 06:32:23,0,4
Philip Simmons Elementary,,2/14/2022,0,4,2022-02-14 06:32:23,1,24
Philip Simmons High,,2/14/2022,0,0,2022-02-14 06:32:23,0,2
Philip Simmons Middle,,2/14/2022,0,1,2022-02-14 06:32:23,0,5
Sangaree Elementary,,2/14/2022,0,0,2022-02-14 06:32:23,0,0
Sangaree Intermediate,,2/14/2022,0,0,2022-02-14 06:32:23,0,0
Sangaree Middle,,2/14/2022,0,0,2022-02-14 06:32:23,0,0
Sedgefield Middle,,2/14/2022,0,1,2022-02-14 06:32:23,0,6
St Stephen Elementary,,2/14/2022,0,3,2022-02-14 06:32:23,0,5
St Stephen Middle,,2/14/2022,0,1,2022-02-14 06:32:23,0,5
Stratford High,,2/14/2022,0,5,2022-02-14 06:32:23,0,10
Timberland High,,2/14/2022,0,0,2022-02-14 06:32:23,0,2
Westview Elementary,,2/14/2022,1,2,2022-02-14 06:32:23,0,4
Westview Middle,,2/14/2022,0,4,2022-02-14 06:32:23,0,14
Westview Primary,,2/14/2022,1,2,2022-02-14 06:32:23,1,17
Whitesville Elementary,,2/14/2022,0,2,2022-02-14 06:32:23,0,11
Berkeley County School District,,2/15/2022,13,81,2022-02-15 06:08:09,6,306
Central Offices,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Maintenance,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Technology,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Transportation,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Child Nutrition,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Adult Education,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Berkeley Alternative,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Berkeley Elementary,,2/15/2022,0,1,2022-02-15 06:08:09,0,3
Berkeley High School,,2/15/2022,0,2,2022-02-15 06:08:09,0,14
Berkeley Intermediate,,2/15/2022,0,0,2022-02-15 06:08:09,0,4
Berkeley Middle,,2/15/2022,0,0,2022-02-15 06:08:09,0,6
Berkeley Middle College,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Bonner Elementary,,2/15/2022,2,6,2022-02-15 06:08:09,1,8
Boulder Bluff Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,2
Bowens Corner Elementary,,2/15/2022,0,1,2022-02-15 06:08:09,0,7
Cainhoy Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Cane Bay Elementary,,2/15/2022,0,6,2022-02-15 06:08:09,0,29
Cane Bay High,,2/15/2022,3,8,2022-02-15 06:08:09,0,27
Cane Bay Middle,,2/15/2022,0,3,2022-02-15 06:08:09,0,19
College Park Elementary,,2/15/2022,2,0,2022-02-15 06:08:09,0,9
College Park Middle,,2/15/2022,1,0,2022-02-15 06:08:09,0,3
Cross Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Cross High,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Daniel Island School,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Devon Forest Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,6
Fishburne Campus,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Foxbank Elementary,,2/15/2022,0,1,2022-02-15 06:08:09,0,10
Goose Creek Elementary,,2/15/2022,1,2,2022-02-15 06:08:09,1,9
Goose Creek High,,2/15/2022,0,4,2022-02-15 06:08:09,2,3
Hanahan Elementary,,2/15/2022,1,5,2022-02-15 06:08:09,0,1
Hanahan High,,2/15/2022,0,4,2022-02-15 06:08:09,0,4
Hanahan Middle,,2/15/2022,0,3,2022-02-15 06:08:09,0,0
Howe Hall Aims,,2/15/2022,0,0,2022-02-15 06:08:09,0,3
Jk Goudin Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Macedonia Middle,,2/15/2022,1,2,2022-02-15 06:08:09,0,7
Marrington Elementary,,2/15/2022,0,1,2022-02-15 06:08:09,0,9
Marrington Middle,,2/15/2022,0,1,2022-02-15 06:08:09,0,3
Mt Holly Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,3
Nexton Elementary,,2/15/2022,0,3,2022-02-15 06:08:09,0,4
Philip Simmons Elementary,,2/15/2022,0,2,2022-02-15 06:08:09,1,18
Philip Simmons High,,2/15/2022,0,0,2022-02-15 06:08:09,0,2
Philip Simmons Middle,,2/15/2022,0,1,2022-02-15 06:08:09,0,5
Sangaree Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Sangaree Intermediate,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Sangaree Middle,,2/15/2022,0,2,2022-02-15 06:08:09,0,10
Sedgefield Middle,,2/15/2022,0,2,2022-02-15 06:08:09,0,20
St Stephen Elementary,,2/15/2022,1,2,2022-02-15 06:08:09,0,7
St Stephen Middle,,2/15/2022,0,1,2022-02-15 06:08:09,0,5
Stratford High,,2/15/2022,0,6,2022-02-15 06:08:09,0,6
Timberland High,,2/15/2022,0,3,2022-02-15 06:08:09,0,4
Westview Elementary,,2/15/2022,1,2,2022-02-15 06:08:09,0,3
Westview Middle,,2/15/2022,0,3,2022-02-15 06:08:09,0,10
Westview Primary,,2/15/2022,0,2,2022-02-15 06:08:09,1,16
Whitesville Elementary,,2/15/2022,0,2,2022-02-15 06:08:09,0,7
Berkeley County School District,,2/15/2022,13,81,2022-02-15 06:08:09,6,306
Central Offices,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Maintenance,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Technology,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Transportation,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Child Nutrition,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Adult Education,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Berkeley Alternative,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Berkeley Elementary,,2/15/2022,0,1,2022-02-15 06:08:09,0,3
Berkeley High School,,2/15/2022,0,2,2022-02-15 06:08:09,0,14
Berkeley Intermediate,,2/15/2022,0,0,2022-02-15 06:08:09,0,4
Berkeley Middle,,2/15/2022,0,0,2022-02-15 06:08:09,0,6
Berkeley Middle College,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Bonner Elementary,,2/15/2022,2,6,2022-02-15 06:08:09,1,8
Boulder Bluff Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,2
Bowens Corner Elementary,,2/15/2022,0,1,2022-02-15 06:08:09,0,7
Cainhoy Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Cane Bay Elementary,,2/15/2022,0,6,2022-02-15 06:08:09,0,29
Cane Bay High,,2/15/2022,3,8,2022-02-15 06:08:09,0,27
Cane Bay Middle,,2/15/2022,0,3,2022-02-15 06:08:09,0,19
College Park Elementary,,2/15/2022,2,0,2022-02-15 06:08:09,0,9
College Park Middle,,2/15/2022,1,0,2022-02-15 06:08:09,0,3
Cross Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Cross High,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Daniel Island School,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Devon Forest Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,6
Fishburne Campus,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Foxbank Elementary,,2/15/2022,0,1,2022-02-15 06:08:09,0,10
Goose Creek Elementary,,2/15/2022,1,2,2022-02-15 06:08:09,1,9
Goose Creek High,,2/15/2022,0,4,2022-02-15 06:08:09,2,3
Hanahan Elementary,,2/15/2022,1,5,2022-02-15 06:08:09,0,1
Hanahan High,,2/15/2022,0,4,2022-02-15 06:08:09,0,4
Hanahan Middle,,2/15/2022,0,3,2022-02-15 06:08:09,0,0
Howe Hall Aims,,2/15/2022,0,0,2022-02-15 06:08:09,0,3
Jk Goudin Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Macedonia Middle,,2/15/2022,1,2,2022-02-15 06:08:09,0,7
Marrington Elementary,,2/15/2022,0,1,2022-02-15 06:08:09,0,9
Marrington Middle,,2/15/2022,0,1,2022-02-15 06:08:09,0,3
Mt Holly Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,3
Nexton Elementary,,2/15/2022,0,3,2022-02-15 06:08:09,0,4
Philip Simmons Elementary,,2/15/2022,0,2,2022-02-15 06:08:09,1,18
Philip Simmons High,,2/15/2022,0,0,2022-02-15 06:08:09,0,2
Philip Simmons Middle,,2/15/2022,0,1,2022-02-15 06:08:09,0,5
Sangaree Elementary,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Sangaree Intermediate,,2/15/2022,0,0,2022-02-15 06:08:09,0,0
Sangaree Middle,,2/15/2022,0,2,2022-02-15 06:08:09,0,10
Sedgefield Middle,,2/15/2022,0,2,2022-02-15 06:08:09,0,20
St Stephen Elementary,,2/15/2022,1,2,2022-02-15 06:08:09,0,7
St Stephen Middle,,2/15/2022,0,1,2022-02-15 06:08:09,0,5
Stratford High,,2/15/2022,0,6,2022-02-15 06:08:09,0,6
Timberland High,,2/15/2022,0,3,2022-02-15 06:08:09,0,4
Westview Elementary,,2/15/2022,1,2,2022-02-15 06:08:09,0,3
Westview Middle,,2/15/2022,0,3,2022-02-15 06:08:09,0,10
Westview Primary,,2/15/2022,0,2,2022-02-15 06:08:09,1,16
Whitesville Elementary,,2/15/2022,0,2,2022-02-15 06:08:09,0,7
Berkeley County School District,,2/17/2022,11,63,2022-02-17 05:37:35,5,279
Central Offices,,2/17/2022,0,0,2022-02-17 05:37:35,0,0
Maintenance,,2/17/2022,0,0,2022-02-17 05:37:35,0,0
Technology,,2/17/2022,0,0,2022-02-17 05:37:35,0,0
Transportation,,2/17/2022,0,0,2022-02-17 05:37:35,0,0
Child Nutrition,,2/17/2022,0,0,2022-02-17 05:37:35,0,0
Adult Education,,2/17/2022,0,0,2022-02-17 05:37:35,0,0
Berkeley Alternative,,2/17/2022,0,0,2022-02-17 05:37:35,0,0
Berkeley Elementary,,2/17/2022,0,1,2022-02-17 05:37:35,0,3
